PRODUCT_NO,KPRM,CUST_LOC_NO,LTA,RI_TYPE,RI_NONRI,RI_TIME,MIN,SOH,MAX_QTY,TAR_SSL,SUP_SSL,QTY_PICK,QTY_SNR,UID_STATUS,ORDNO,ITMNO,REQ_DATE,PERID0,PERID1 ,PERID2 ,PERID3 ,PERID4 ,PERID5 ,PERID6 ,PERID7 ,PERID8 ,PERID9 ,PERID10 ,PERID11 ,PERID12 ,PERID13 ,PERID14 ,PERID15 ,PERID16 ,PERID17 ,PERID18 ,PERID19 ,PERID20 ,PERID21 ,PERID22 ,PERID23 ,PERID24 ,PERID25 ,PERID26 ,PERID27 ,PERID28 ,PERID29 ,PERID30 ,PERID31 ,PERID32 ,PERID33 ,PERID34 ,PERID35 ,PERID36 
Product,Key Figure,Customer Loc.,,Replenishment Indicator,,,Minimum Safety Stock,,,,,Shippable Qty,Quantity,Medium Field Label,Order Document Number,Item Number,RequDlvryD,03/16/2018 - 12/08/2020,12/09/2020 - 12/13/2020,12/14/2020 - 12/20/2020,12/21/2020 - 12/27/2020,12/28/2020 - 01/03/2021,01/04/2021 - 01/10/2021,01/11/2021 - 01/17/2021,01/18/2021 - 01/24/2021,01/25/2021 - 01/31/2021,02/01/2021 - 02/07/2021,02/08/2021 - 02/14/2021,02/15/2021 - 02/21/2021,02/22/2021 - 02/28/2021,03/01/2021 - 03/07/2021,03/08/2021 - 03/14/2021,03/15/2021 - 03/21/2021,03/22/2021 - 03/28/2021,03/29/2021 - 04/04/2021,04/05/2021 - 04/11/2021,04/12/2021 - 04/18/2021,04/19/2021 - 04/25/2021,04/26/2021 - 05/02/2021,05/03/2021 - 05/09/2021,05/10/2021 - 05/16/2021,05/17/2021 - 05/23/2021,05/24/2021 - 05/30/2021,5/31/2021,06/01/2021 - 06/30/2021,07/01/2021 - 07/31/2021,08/01/2021 - 08/31/2021,09/01/2021 - 09/30/2021,10/01/2021 - 10/31/2021,11/01/2021 - 11/30/2021,12/01/2021 - 12/31/2021,01/01/2022 - 12/31/2022,01/01/2023 - 12/31/2023,01/01/2024 - 12/31/2024
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20210817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20210824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20210831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20210908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20210915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20210922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20210929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20211006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20211013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20211020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20211027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20211103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20211110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20211117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20211201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20211210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20211217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20211224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20220107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20220114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20220121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20220128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20220204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20220211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20220218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20220225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20220304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20220311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20220322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20220329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20220405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20220412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20220420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20220504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20220517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20220524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20220601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20220608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20220616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20220628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20220706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20220722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20220729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20220808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20220818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20220826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20220907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20221003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20221019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20221026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20221103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20221130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20230103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20230131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20230228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20230308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20230330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20230411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20230428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20230505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20230531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20230607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20230630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20230712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20230731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20230808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20230831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20230912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20231006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20230929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20231031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20231109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20231130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20231211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20240108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20240206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20240305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20240405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20240507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20240605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20240708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20240807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20240905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32
,,,,,,,0,0,0,0,0,0,0,,H113218A,00090/1428,20241008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
1018306-1,Planned,2701,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,34,30,28,24,30,45,479,766,446
1018306-1,Firm,2710,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018306-1,Planned,2710,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018544-1,Firm,2701,Y,NA,NA,NA,0,0,0,0,0,13,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018544-1,Planned,2701,Y,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018544-2,Firm,2701,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018544-2,Planned,2701,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018544-3,Firm,2701,N,NA,NA,NA,0,0,0,0,0,39,0,,,,0,,,,,,,,,,,,,33,,39,,,,,,,,,,8,,,49,,35,24,23,37,29,68,,
,,,,,,,0,0,0,0,0,0,0,,11247254,10,20210226,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,11247254,530,20220128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
,,,,,,,0,0,0,0,0,0,0,,11247254,540,20210520,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,11436774,40,20210603,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,11436774,60,20210923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,
,,,,,,,0,0,0,0,0,0,0,,11436774,20,20210225,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,11436774,30,20210310,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,11436774,50,20210812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,11436774,70,20211014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,
,,,,,,,0,0,0,0,0,0,0,,11436774,80,20211116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,
,,,,,,,0,0,0,0,0,0,0,,11436774,90,20211228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,
,,,,,,,0,0,0,0,0,0,0,,11436774,100,20220303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,
,,,,,,,0,0,0,0,0,0,0,,11436774,110,20220310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,
,,,,,,,0,0,0,0,0,0,0,,11436774,120,20220210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,
1018544-3,Planned,2701,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018707-1,Firm,2701,N,NA,NA,NA,0,0,0,0,0,40,7,,,,0,,,7,,,,,,6,,6,,6,,,,6,,5,9,,,6,,6,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20201218,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20210126,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20210209,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20210223,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20210322,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20210406,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20210413,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20210504,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20210517,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20210706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20210720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20210803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20210823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20210907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20210921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20211005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20211019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20211105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20211119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20211209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20211223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20220111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20220125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20220208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20220222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20220308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20220411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20220516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20220613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20220712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20220815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20220920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20221011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20221104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20221202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20230105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20230202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20230307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20230403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20230504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20230606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20230705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20230807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20230905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20231005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20231102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20231204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20240105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20240205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20240304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20240404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20240506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20240604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20240705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20240806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20240904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20241007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20241101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
,,,,,,,0,0,0,0,0,0,0,,H113218A,00210/1151,20241115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
1018707-1,Planned,2701,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,14,9,11,10,8,122,208,177
1018707-1,Firm,2710,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018707-1,Planned,2710,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,2,2,2
1018714-1,Firm,2701,N,NA,NA,NA,0,0,0,0,0,0,19,,,,0,,9,,,,,,,,6,,6,,4,,8,,9,,,5,,7,,9,,,,,,,,,,,,
